ListKey	cooling	deck	dishwasher	heating	last_sold	laundry	num_rooms	num_stories	parking	porch	school_score	listing-type	price	zestimate	doz	property-address	bed	bath	area	year	lotsize	broker	property-link	security	TransitScore	WalkScore	Street	City	State	Zipcode
4359		1	1		"99,000"	1	2	1	1		7.333333333	Foreclosure	154900	179000	11	"19414 Aurora Ave N UNIT 303, Shoreline, WA98133"	2	2		1975	99752.4	Homepath	http://www.zillow.com/homedetails/19414-Aurora-Ave-N-UNIT-303-Shoreline-WA-98133/48787004_zpid/		45	54	19414 Aurora Ave N UNIT 303	 Shoreline	WA	98133
4360				1	"152,000"		3	1	1		3.666666667	House For Sale	175000	166000	11	"10410 Occident St SW, Lakewood, WA98499"	3	2	1602	1954	"7,666"	Keller Williams Realty Bellevue	http://www.zillow.com/homedetails/10410-Occident-St-SW-Lakewood-WA-98499/49225011_zpid/		0	71	10410 Occident St SW	 Lakewood	WA	98499
4361			1	1	"300,000"		3	1	8		5.666666667	House For Sale	299900	249000	11	"308 W 3rd St, Nooksack, WA98276"	3	2	1794	2005	14810.4	Keller Williams - Bellingham	http://www.zillow.com/homedetails/308-W-3rd-St-Nooksack-WA-98276/67688668_zpid/		0	12	308 W 3rd St	 Nooksack	WA	98276
4362	1		1	1	"109,950"		5	1	4		4.666666667	Auction	from $25K		11	"11710 E Frederick Ave, Spokane Valley, WA99206"	2	1	1006	1971	12632.4	Auction.com	http://www.zillow.com/homedetails/11710-E-Frederick-Ave-Spokane-Valley-WA-99206/23569447_zpid/		0	17	11710 E Frederick Ave	 Spokane Valley	WA	99206
4363		1	1	1	"160,000"	1	3	1	1		6	Auction	from $60K		11	"21614 95th Avenue Ct E, Graham, WA98338"	3		1788	1996	12196.8	Auction.com	http://www.zillow.com/homedetails/21614-95th-Avenue-Ct-E-Graham-WA-98338/49282861_zpid/		0	15	21614 95th Avenue Ct E	 Graham	WA	98338
4364					"299,500"		3	1	6		4.333333333	Auction	from $90K		11	"4447 Skookumchuck Rd SE, Tenino, WA98589"	3	2	1928	1988	87120	Auction.com	http://www.zillow.com/homedetails/4447-Skookumchuck-Rd-SE-Tenino-WA-98589/49352019_zpid/		0	0	4447 Skookumchuck Rd SE	 Tenino	WA	98589
4365					"96,500"		3	1	0		4.333333333	Auction	from $25K		11	"624 191st Street Ct E, Spanaway, WA98387"	3	2	1368	1979	"9,147"	Auction.com	http://www.zillow.com/homedetails/624-191st-Street-Ct-E-Spanaway-WA-98387/49346563_zpid/		0	19	624 191st Street Ct E	 Spanaway	WA	98387
4366		1	1	1	"255,000"	1	1	1	1	1	6	Auction	from $80K		11	"1635 Ginger Pl E, Port Orchard, WA98366"	4	3	1948	2006	"9,583"	Auction.com	http://www.zillow.com/homedetails/1635-Ginger-Pl-E-Port-Orchard-WA-98366/68482681_zpid/		0	12	1635 Ginger Pl E	 Port Orchard	WA	98366
4367					"85,000"		4	1	0		5.333333333	Auction	from $25K		11	"2924 W Grace Ave, Spokane, WA99205"	2	1	1014	1951	"6,098"	Auction.com	http://www.zillow.com/homedetails/2924-W-Grace-Ave-Spokane-WA-99205/23479703_zpid/		37	41	2924 W Grace Ave	 Spokane	WA	99205
4368					"134,650"		7	1	0		5.666666667	Auction	from $30K		11	"1335 Megan Dr, Moses Lake, WA98837"	3	2	1512	2008	"9,583"	Auction.com	http://www.zillow.com/homedetails/1335-Megan-Dr-Moses-Lake-WA-98837/82351437_zpid/		0	12	1335 Megan Dr	 Moses Lake	WA	98837
4369					"235,000"		4	1	0		5	Auction	from $60K		11	"19015 SE 269th St, Covington, WA98042"	4	1	1130	1968	"4,791"	Auction.com	http://www.zillow.com/homedetails/19015-SE-269th-St-Covington-WA-98042/49093327_zpid/		0	24	19015 SE 269th St	 Covington	WA	98042
4370	1	1	1	1	"89,950"	1	1	1	0		6	Condo For Sale	139000	154000	11	"14636 NE 45th St APT C1, Bellevue, WA98007"	1	1		1980	425145.6	Fireside Homes Real Estate LLC	http://www.zillow.com/homedetails/14636-NE-45th-St-APT-C1-Bellevue-WA-98007/49015801_zpid/		51	35	14636 NE 45th St APT C1	 Bellevue	WA	98007
4371				1	"655,000"		4	1	0		9	Foreclosure	849900	839000	11	"16585 SE 56th Pl, Bellevue, WA98006"	4	3	3260	1994	11325.6	Keller Williams - Greater Seattle	http://www.zillow.com/homedetails/16585-SE-56th-Pl-Bellevue-WA-98006/48923747_zpid/	1	13	17	16585 SE 56th Pl	 Bellevue	WA	98006
4372							3	1	2		9	House For Sale	899000	905000	11	"2218 11th Ave W, Seattle, WA98119"	3	3	2269	2014		Keller Williams Seattle Metro	http://www.zillow.com/homedetails/2218-11th-Ave-W-Seattle-WA-98119/2104331483_zpid/		58	75	2218 11th Ave W	 Seattle	WA	98119
4373		1	1	1	"205,000"		3	1	0		3.666666667	House For Sale	204900	171000	11	"7604 NE 55th St, Vancouver, WA98662"	3	2	1102	1993	"7,405"	Northwest Realty Elite	http://www.zillow.com/homedetails/7604-NE-55th-St-Vancouver-WA-98662/23272734_zpid/		0	41	7604 NE 55th St	 Vancouver	WA	98662
4374							0	1	0		7.333333333	Lot/Land For Sale	59000		11	"608 NE 4th Ave, Battle Ground, WA98604"					"5,662"	Real Living The Re Group	http://www.zillow.com/homedetails/608-NE-4th-Ave-Battle-Ground-WA-98604/79966985_zpid/		0	36	608 NE 4th Ave	 Battle Ground	WA	98604
4375	1			1	"127,710"		4	1	6		5.666666667	Foreclosure	72000	103000	11	"8021 E Broadway Ave, Spokane Valley, WA99212"	1	1	1116	1940	19166.4	Homepath	http://www.zillow.com/homedetails/8021-E-Broadway-Ave-Spokane-Valley-WA-99212/23574646_zpid/		0	27	8021 E Broadway Ave	 Spokane Valley	WA	99212
4376	1	1	1	1	"430,000"	1	3	1	0		8.333333333	House For Sale	449000	405000	11	"9632 Mary Ave NW, Seattle, WA98117"	3	1	1280	1949	"9,500"	"MySecretAgent.com, Inc"	http://www.zillow.com/homedetails/9632-Mary-Ave-NW-Seattle-WA-98117/49115448_zpid/		48	48	9632 Mary Ave NW	 Seattle	WA	98117
4377	1	1		1	"200,000"		3	1	7		7.666666667	House For Sale	359000	293000	11	"205 E Illinois St, Bellingham, WA98225"	3	2	1493	1925	"10,018"	Hoppis Real Estate LLC	http://www.zillow.com/homedetails/205-E-Illinois-St-Bellingham-WA-98225/23624331_zpid/		39	69	205 E Illinois St	 Bellingham	WA	98225
4378	1	1	1	1		1	3	1	2	1	4.333333333	House For Sale	649000	625000	11	"816 Horseshoe Bend Rd, Centerville, WA98613"	3	4	3331	2007	875556	My Secret Agent	http://www.zillow.com/homedetails/816-Horseshoe-Bend-Rd-Centerville-WA-98613/2113064515_zpid/		0	0	816 Horseshoe Bend Rd	 Centerville	WA	98613
4379					"335,000"		4	1	2		9	House For Sale	1375000	494000	11	"8019 Sunnyside Ave N, Seattle, WA98103"	4		3400	2014	"7,440"	Keller Williams Seattle Metro	http://www.zillow.com/homedetails/8019-Sunnyside-Ave-N-Seattle-WA-98103/49008330_zpid/		53	50	8019 Sunnyside Ave N	 Seattle	WA	98103
4380					"218,000"		0	1	0		9	Lot/Land For Sale	460000		11	"16631 Simonds Rd NE, Kenmore, WA98028"				1933	19602	"Sterling, Johnston & Assoc"	http://www.zillow.com/homedetails/16631-Simonds-Rd-NE-Kenmore-WA-98028/48971521_zpid/		0	19	16631 Simonds Rd NE	 Kenmore	WA	98028
4381			1				2	1	0		8.333333333	House For Sale	162500	427000	11	"16914 E Nora, Spokane Valley, WA99016"	2	2	1123	2014	"5,660"	RE/MAX of Spokane	http://www.zillow.com/homedetails/16914-E-Nora-Spokane-Valley-WA-99016/2104333114_zpid/		0	2	16914 E Nora	 Spokane Valley	WA	99016
4382		1	1	1		1	3	1	1		7	House For Sale	244900	265000	11	"1010 Union Ave, Steilacoom, WA98388"	3		1605	1940	17859.6	Best Choice Realty	http://www.zillow.com/homedetails/1010-Union-Ave-Steilacoom-WA-98388/2104333126_zpid/		0	13	1010 Union Ave	 Steilacoom	WA	98388
4383			1	1	"547,000"	1	5	1	0		8	House For Sale	559950	559000	11	"7427 NE 198th Pl, Kenmore, WA98028"	5		2705	2005	"8,193"	Clear Realty Group	http://www.zillow.com/homedetails/7427-NE-198th-Pl-Kenmore-WA-98028/66648694_zpid/	1	0	4	7427 NE 198th Pl	 Kenmore	WA	98028
4384							3	1	1		3.666666667	Townhouse For Sale	205555	227000	11	"23316 62nd Ave S UNIT G102, Kent, WA98032"	3	2	1507	1998		Keller Williams Seattle Metro	http://www.zillow.com/homedetails/23316-62nd-Ave-S-UNIT-G102-Kent-WA-98032/2104333210_zpid/		41	29	23316 62nd Ave S UNIT G102	 Kent	WA	98032
4385				1	"250,003"		3	1	1		4.666666667	House For Sale	220000	212000	11	"1004 Homestead Dr, Burlington, WA98233"	3	2	1664	2005	"8,276"	Keller Williams - Bellingham	http://www.zillow.com/homedetails/1004-Homestead-Dr-Burlington-WA-98233/67073553_zpid/		0	18	1004 Homestead Dr	 Burlington	WA	98233
4386		1	1	1	"280,000"		3	1	0	1	6.333333333	House For Sale	440000	405000	11	"17416 NE 102nd Ave, Battle Ground, WA98604"	3	2	2100	1995	207345.6	Keller Williams Premier Partners	http://www.zillow.com/homedetails/17416-NE-102nd-Ave-Battle-Ground-WA-98604/23319306_zpid/		0	6	17416 NE 102nd Ave	 Battle Ground	WA	98604
4387			1	1	"390,903"		3	1	2		9	House For Sale	424900	399000	11	"2139 NW Beauchamp Ct, Camas, WA98607"	3	3	3267	2005	"8,712"	Keller Williams Premier Partners	http://www.zillow.com/homedetails/2139-NW-Beauchamp-Ct-Camas-WA-98607/63787692_zpid/		0	3	2139 NW Beauchamp Ct	 Camas	WA	98607
4388		1		1	"154,000"		3	1	4		5.333333333	House For Sale	155000	130000	11	"225 Sage Brook Ln, Cle Elum, WA98922"	3	3	1453	2007	"4,034"	Windermere Real Estate/Cle Elum	http://www.zillow.com/homedetails/225-Sage-Brook-Ln-Cle-Elum-WA-98922/89016391_zpid/		0	10	225 Sage Brook Ln	 Cle Elum	WA	98922
4389		1		1			4	1	0		5.333333333	House For Sale	749950	690000	11	"27219 14TH Dr NE, ARLINGTON, WA98223"	4	2	2880	1936	218671.2	Windermere Real Estate/Arlington	http://www.zillow.com/homedetails/27219-14TH-Dr-NE-Arlington-WA-98223/108854529_zpid/	1	0	0	27219 14TH Dr NE	 ARLINGTON	WA	98223
4390				1			2	1	0		8.333333333	House For Sale	264950	234000	11	"18037 9th Ave NE, Shoreline, WA98155"	2	1		1947	"7,434"	Windermere Real Estate Company	http://www.zillow.com/homedetails/18037-9th-Ave-NE-Shoreline-WA-98155/48986038_zpid/		37	58	18037 9th Ave NE	 Shoreline	WA	98155
4391		1		1			2	1	4		4.333333333	House For Sale	299000	224000	11	"91 E Orchard Ln, SHELTON, WA98584"	2	2	1142	1986	16117.2	Windermere Real Estate/Himlie	http://www.zillow.com/homedetails/91-E-Orchard-Ln-Shelton-WA-98584/60934192_zpid/		0	3	91 E Orchard Ln	 SHELTON	WA	98584
4392		1		1	"100,000"		4	1	0		2.666666667	House For Sale	189950	158000	11	"7627 Yakima Ave, Tacoma, WA98408"	4	2	1716	1950	"10,125"	Windermere Professional Partners	http://www.zillow.com/homedetails/7627-Yakima-Ave-Tacoma-WA-98408/49176046_zpid/		0	62	7627 Yakima Ave	 Tacoma	WA	98408
4393			1	1	"294,000"	1	3	1	2		6.666666667	House For Sale	199950	227000	12	"8708 11th St NE, Lake Stevens, WA98258"	3	2	1481	1997	"9,147"	http://PurchaseWa.com	http://www.zillow.com/homedetails/8708-11th-St-NE-Lake-Stevens-WA-98258/38597627_zpid/		0	43	8708 11th St NE	 Lake Stevens	WA	98258
4394							0	1	0		3.333333333	Lot/Land For Sale	39900		12	"0 Chester Ave, Grayland, WA98547"					25264.8	Washington Coast Real Estate	http://www.zillow.com/homedetails/0-Chester-Ave-Grayland-WA-98547/2104339123_zpid/		0	0	0 Chester Ave	 Grayland	WA	98547
4395			1		"180,000"		4	1	5		3	House For Sale	208200	189000	12	"802 127th Street Ct E, Tacoma, WA98445"	4	3	1735	1998	"6,534"	Renaissance Real Estate	http://www.zillow.com/homedetails/802-127th-Street-Ct-E-Tacoma-WA-98445/49260001_zpid/		0	20	802 127th Street Ct E	 Tacoma	WA	98445
4396							2	1	0		4.666666667	Condo For Sale	249000	228000	12	"140 Admiralty Ln, Port Ludlow, WA98365"	2	2	1250	1978		Coldwell Banker Best Homes - WA	http://www.zillow.com/homedetails/140-Admiralty-Ln-Port-Ludlow-WA-98365/2104339526_zpid/		0	9	140 Admiralty Ln	 Port Ludlow	WA	98365
4397							2	1	0		4.666666667	House For Sale	265000	243000	12	"100 Olympic Pl, Port Ludlow, WA98365"	2	2	1400			Coldwell Banker Best Homes - WA	http://www.zillow.com/homedetails/100-Olympic-Pl-Port-Ludlow-WA-98365/2104339525_zpid/		0	11	100 Olympic Pl	 Port Ludlow	WA	98365
4398							2	1	0		4.666666667	House For Sale	189000	192000	12	"20 Hood Way, PORT LUDLOW, WA98365"	2	2	1200			Coldwell Banker Best Homes - WA	http://www.zillow.com/homedetails/20-Hood-Way-Port-Ludlow-WA-98365/112554473_zpid/		0	9	20 Hood Way	 PORT LUDLOW	WA	98365
4399							3	1	0		9.333333333	Condo For Sale	329950	313000	12	"2115 201st Pl SE, Bothell, WA98012"	3		1937	2007		"John L. Scott, Inc."	http://www.zillow.com/homedetails/2115-201st-Pl-SE-Bothell-WA-98012/2104339621_zpid/		0	17	2115 201st Pl SE	 Bothell	WA	98012
4400		1	1	1	"225,000"		3	1	1		3.666666667	House For Sale	369000	331000	12	"15409 21st Ave SW, Burien, WA98166"	3		1820	1946	"7,788"	"Puget Sound Real Estate Investors, LLC dba Keller Williams Realty Federal Way"	http://www.zillow.com/homedetails/15409-21st-Ave-SW-Burien-WA-98166/48793998_zpid/		30	51	15409 21st Ave SW	 Burien	WA	98166
4401		1		1	"255,800"		4	1	0		8.333333333	House For Sale	800000	813000	12	"620 17th Ave, Kirkland, WA98033"	4	3	2420	1991	"7,200"	"Windermere Real Estate/East, Inc."	http://www.zillow.com/homedetails/620-17th-Ave-Kirkland-WA-98033/48907842_zpid/	1	51	76	620 17th Ave	 Kirkland	WA	98033
4402		1	1	1	"135,000"		1	1	1		4.333333333	Foreclosure	32000	110000	12	"9010 Henderson Pl SW APT 202, Seattle, WA98106"	1	1		1987	435	Sound Point Real Estate LLC	http://www.zillow.com/homedetails/9010-Henderson-Pl-SW-APT-202-Seattle-WA-98106/65229037_zpid/		45	50	9010 Henderson Pl SW APT 202	 Seattle	WA	98106
4403		1			"154,000"		3	1	0		9	House For Sale	369000	439000	12	"17357 NE 160th St, Woodinville, WA98072"	3		1830	1977	17424	The Cascade Team	http://www.zillow.com/homedetails/17357-NE-160th-St-Woodinville-WA-98072/48756661_zpid/		0	11	17357 NE 160th St	 Woodinville	WA	98072
4404		1	1	1	"910,000"	1	6	1	1		8.5	House For Sale	849000	784000	12	"16902 Mount Forest Blvd, Monroe, WA98272"	4		5470	2002	66646.8	John L Scott Real Estate	http://www.zillow.com/homedetails/16902-Mount-Forest-Blvd-Monroe-WA-98272/38467406_zpid/	1	0	0	16902 Mount Forest Blvd	 Monroe	WA	98272
4405							0	1	0		9	Lot/Land For Sale	124900		12	"0 SE 271st Ct, Camas, WA98607"						Equity N.W. Properties	http://www.zillow.com/homedetails/0-SE-271st-Ct-Camas-WA-98607/2104339798_zpid/		0	14	0 SE 271st Ct	 Camas	WA	98607
4406					"99,900"		0	1	0		6.333333333	Lot/Land For Sale	119900		12	"504 NE Squire Rd, Washougal, WA98671"				1978	40075.2	Equity N.W. Properties	http://www.zillow.com/homedetails/504-NE-Squire-Rd-Washougal-WA-98671/23305036_zpid/		0	6	504 NE Squire Rd	 Washougal	WA	98671
4407				1	"100,000"		6	1	7		9	Apartment For Sale	269000	243000	12	"5202 S Ferrall St, Spokane, WA99223"			3325	1962	47916	"Tomlinson - Spokane, WA"	http://www.zillow.com/homedetails/5202-S-Ferrall-St-Spokane-WA-99223/23501108_zpid/		26	30	5202 S Ferrall St	 Spokane	WA	99223
4408					"149,000"		5	1	2		5.666666667	House For Sale	244950	233000	12	"7012 W Johannsen Ave, Nine Mile Falls, WA99026"	4	3	3086	1976	19166.4	"Tomlinson - Spokane, WA"	http://www.zillow.com/homedetails/7012-W-Johannsen-Ave-Nine-Mile-Falls-WA-99026/23488156_zpid/		0	9	7012 W Johannsen Ave	 Nine Mile Falls	WA	99026
4409							2	1	0		3	Auction	from $40K		12	"111 W Dayton Ave, Dayton, WA99328"	2	1		1920	"6,969"		http://www.zillow.com/homedetails/111-W-Dayton-Ave-Dayton-WA-99328/108177645_zpid/		0	25	111 W Dayton Ave	 Dayton	WA	99328
4410	1			1		1	1	1	0		9	Condo For Sale	129900	193000	12	"220 W Olympic Pl APT 205, Seattle, WA98119"	1	1		1930		Asset Realty Group	http://www.zillow.com/homedetails/220-W-Olympic-Pl-APT-205-Seattle-WA-98119/2136505147_zpid/		68	92	220 W Olympic Pl APT 205	 Seattle	WA	98119
4411							2	1	0		4.666666667	Home For Sale	55000	62000	12	"2240 W Broadway Ave UNIT 221, Moses Lake, WA98837"	2	2	1512	1986		Moses Lake Realty Group	http://www.zillow.com/homedetails/2240-W-Broadway-Ave-UNIT-221-Moses-Lake-WA-98837/67065269_zpid/		0	35	2240 W Broadway Ave UNIT 221	 Moses Lake	WA	98837
4412					"112,000"		3	1	4		4.666666667	Foreclosure	40000	103000	12	"211 Garden Hill Rd E, Elma, WA98541"	3	1	1040	1971	"9,583"		http://www.zillow.com/homedetails/211-Garden-Hill-Rd-E-Elma-WA-98541/55073262_zpid/		0	2	211 Garden Hill Rd E	 Elma	WA	98541
4413							5	1	0		3.666666667	Foreclosure	260000	292000	12	"2123 SW 316th St, Federal Way, WA98023"	5	2	2330	1959	27442.8		http://www.zillow.com/homedetails/2123-SW-316th-St-Federal-Way-WA-98023/48712662_zpid/		0	31	2123 SW 316th St	 Federal Way	WA	98023
4414				1	"108,000"		3	1	0		6.666666667	Foreclosure	105000	145000	12	"2060 SW Salsbury Ave, Chehalis, WA98532"	3	2	1680	1920	21344.4		http://www.zillow.com/homedetails/2060-SW-Salsbury-Ave-Chehalis-WA-98532/61016750_zpid/		0	29	2060 SW Salsbury Ave	 Chehalis	WA	98532
4415							3	1	0		5	House For Sale	275000	281000	12	"2711 NE 144th Ct, Vancouver, WA98684"	3		2230	2014	"5,227"	"Premiere Property Group, LLC"	http://www.zillow.com/homedetails/2711-NE-144th-Ct-Vancouver-WA-98684/2108682343_zpid/		0	18	2711 NE 144th Ct	 Vancouver	WA	98684
4416							3	1	0		3.666666667	House For Sale	227500	214000	12	"1330 Winston Dr, Freeland, WA98249"	3		1336	1995	10890	Coldwell Banker Koetje R.E.	http://www.zillow.com/homedetails/1330-Winston-Dr-Freeland-WA-98249/2105248594_zpid/		0	4	1330 Winston Dr	 Freeland	WA	98249
4417				1			2	1	0		4	House For Sale	44900	74000	12	"415 Main St, McCleary, WA98557"	2	1		1916	"6,098"	Van Dorm Realtors	http://www.zillow.com/homedetails/415-Main-St-Mccleary-WA-98557/2104340171_zpid/		0	47	415 Main St	 McCleary	WA	98557
4418			1	1	"187,995"		3	1	1		7.333333333	House For Sale	211900	196000	12	"6821 Inlay St SE, Lacey, WA98513"	3		1464	2012	"4,356"	Van Dorm Realtors	http://www.zillow.com/homedetails/6821-Inlay-St-SE-Lacey-WA-98513/118251869_zpid/	1	32	27	6821 Inlay St SE	 Lacey	WA	98513
4419		1	1	1	"452,900"		3	1	2		6.666666667	House For Sale	359950	439000	12	"725 24th Ave SW, Puyallup, WA98373"	3	3	3808	2005	"6,098"	Van Dorm Realtors	http://www.zillow.com/homedetails/725-24th-Ave-SW-Puyallup-WA-98373/67977066_zpid/	1	0	16	725 24th Ave SW	 Puyallup	WA	98373
4420	1	1	1	1	"179,000"		6	1	0	1	4	House For Sale	279000	179000	12	"709 Cedar Valley Rd, Goldendale, WA98620"	4	2	1800	1985	217800	Dryside Property	http://www.zillow.com/homedetails/709-Cedar-Valley-Rd-Goldendale-WA-98620/97225323_zpid/		0	0	709 Cedar Valley Rd	 Goldendale	WA	98620
4421							4	1	0		4.666666667	House For Sale	199900	288000	12	"20411 40th Avenue Ct E # G, Spanaway, WA98387"	4	2				Millerlaine Properties	http://www.zillow.com/homedetails/20411-40th-Avenue-Ct-E-G-Spanaway-WA-98387/2104342047_zpid/		0	1	20411 40th Avenue Ct E # G	 Spanaway	WA	98387
4422		1	1	1	"216,445"	1	5	1	1		5.666666667	Condo For Sale	132000	158000	12	"15415 35th Ave W APT I101, Lynnwood, WA98087"	3	2	1096	1990	435	"Tradewin Real Estate, LLC"	http://www.zillow.com/homedetails/15415-35th-Ave-W-APT-I101-Lynnwood-WA-98087/68484632_zpid/		0	19	15415 35th Ave W APT I101	 Lynnwood	WA	98087
4423					"222,500"		4	1	8		8.666666667	Townhouse For Sale	350000	341000	12	"15000 Village Green Dr APT 53, Mill Creek, WA98012"	3		2372	1979		Buck Real Estate	http://www.zillow.com/homedetails/15000-Village-Green-Dr-APT-53-Mill-Creek-WA-98012/38560937_zpid/		0	5	15000 Village Green Dr APT 53	 Mill Creek	WA	98012
4424	1	1		1	"221,500"	1	6	1	4	1	4.333333333	Foreclosure	187460	224000	12	"2521 Maple St, Everett, WA98201"	3		1783	1923	"4,791"	RE/MAX Elite	http://www.zillow.com/homedetails/2521-Maple-St-Everett-WA-98201/38514047_zpid/		0	71	2521 Maple St	 Everett	WA	98201
4425		1			"98,623"		3	1	0		7.666666667	House For Sale	250000	226000	12	"9664 Topsail Pl NW, Silverdale, WA98383"	3	2	1488	1990	"9,583"	RE/MAX Victory	http://www.zillow.com/homedetails/9664-Topsail-Pl-NW-Silverdale-WA-98383/23456871_zpid/		23	29	9664 Topsail Pl NW	 Silverdale	WA	98383
4426							3	1	0		7.333333333	House For Sale	185000	205000	12	"1121 S Pine St, Port Angeles, WA98362"	3	2	1811	1900	13939.2	RE/MAX EVERGREEN	http://www.zillow.com/homedetails/1121-S-Pine-St-Port-Angeles-WA-98362/114642832_zpid/		0	28	1121 S Pine St	 Port Angeles	WA	98362
4427							4	1	0		4.333333333	House For Sale	185000	290000	12	"166 Whitney Blvd, Chehalis, WA98532"	4	2	2800	1951	32670	RE/MAX KEY LAND Company	http://www.zillow.com/homedetails/166-Whitney-Blvd-Chehalis-WA-98532/61022003_zpid/		0	2	166 Whitney Blvd	 Chehalis	WA	98532
4428					"93,500"		3	1	0		9	Foreclosure	124600	164000	12	"5211 80th Ave SW, Olympia, WA98512"	3	1	1192	1991	"9,583"	RE/MAX PARKSIDE AFFILIATES	http://www.zillow.com/homedetails/5211-80th-Ave-SW-Olympia-WA-98512/49386321_zpid/		0	4	5211 80th Ave SW	 Olympia	WA	98512
4429	1	1	1	1	"160,000"	1	3	1	1	1	4	Foreclosure	179900	182000	12	"6410 Rankin Dr, Vancouver, WA98665"	3	1	1326	1951	"8,276"		http://www.zillow.com/homedetails/6410-Rankin-Dr-Vancouver-WA-98665/23260571_zpid/		0	48	6410 Rankin Dr	 Vancouver	WA	98665
4430		1	1	1	"65,000"		3	1	1		5	House For Sale	649000	495000	12	"27006 SE 407th St, Enumclaw, WA98022"	3	2	2600	1988	217800	"Puget Sound Real Estate Investors, LLC dba Keller Williams Realty Federal Way"	http://www.zillow.com/homedetails/27006-SE-407th-St-Enumclaw-WA-98022/48712606_zpid/		0	0	27006 SE 407th St	 Enumclaw	WA	98022
4431							3	1	2		6.666666667	Foreclosure	226900	207000	12	"11116 184th Pl E, Bonney Lake, WA98391"	3	3	1428	2002		Homepath	http://www.zillow.com/homedetails/11116-184th-Pl-E-Bonney-Lake-WA-98391/2104343753_zpid/		0	2	11116 184th Pl E	 Bonney Lake	WA	98391
4432					"100,000"		3	1	0		2.666666667	Auction	from $20K		12	"1896 Braden Rd, Grandview, WA98930"	3	2	1188	1995	70131.6	Auction.com	http://www.zillow.com/homedetails/1896-Braden-Rd-Grandview-WA-98930/64671139_zpid/		0	0	1896 Braden Rd	 Grandview	WA	98930
4433			1		"135,000"		3	1	0		6.333333333	House For Sale	163900	146000	12	"806 Speyers Rd, Selah, WA98942"	3	1	1358	1952	"10,890"	Grateful Realty	http://www.zillow.com/homedetails/806-Speyers-Rd-Selah-WA-98942/23697323_zpid/		0	23	806 Speyers Rd	 Selah	WA	98942
